This file was created using the 202605 Bloomberg database.

Missing data are indicated by -99.99.



,WML
20210809   ,-0.18
20210810    ,0.12
20210811   ,-0.01
20210812    ,0.13
20210813   ,-0.07
20210816   ,-0.51
20210817   ,-0.40
20210818   ,-0.56
20210819   ,-1.45
20210820    ,0.23
20210823    ,0.95
20210824   ,-0.13
20210825    ,0.62
20210826   ,-0.28
20210827    ,0.49
20210830    ,0.34
20210831   ,-0.43
20210901    ,0.08
20210902    ,0.38
20210903   ,-0.03
20210906    ,0.42
20210907    ,0.33
20210908   ,-0.43
20210909    ,0.84
20210910    ,0.55
20210913   ,-0.07
20210914   ,-0.03
20210915    ,0.30
20210916    ,0.48
20210917   ,-0.36
20210920   ,-1.51
20210921    ,0.56
20210922    ,0.65
20210923    ,0.56
20210924   ,-0.38
20210927   ,-0.35
20210928   ,-0.93
20210929    ,0.08
20210930    ,0.35
20211001    ,0.00
20211004   ,-0.64
20211005    ,1.51
20211006   ,-0.64
20211007    ,0.37
20211008   ,-0.22
20211011    ,0.12
20211012    ,0.35
20211013    ,0.27
20211014    ,0.87
20211015    ,0.47
20211018    ,0.32
20211019   ,-0.04
20211020   ,-0.50
20211021   ,-0.24
20211022    ,0.36
20211025    ,0.86
20211026   ,-0.31
20211027   ,-0.40
20211028   ,-0.19
20211029    ,0.19
20211101    ,0.38
20211102    ,0.05
20211103    ,0.68
20211104    ,0.26
20211105   ,-0.60
20211108    ,0.83
20211109   ,-0.33
20211110   ,-0.72
20211111    ,0.97
20211112    ,0.08
20211115   ,-0.10
20211116   ,-0.08
20211117    ,0.45
20211118    ,0.54
20211119    ,0.23
20211122    ,0.02
20211123   ,-1.22
20211124   ,-0.04
20211125   ,-0.01
20211126   ,-0.24
20211129    ,1.50
20211130    ,0.53
20211201    ,0.08
20211202   ,-0.61
20211203   ,-0.01
20211206   ,-1.21
20211207    ,1.30
20211208    ,0.11
20211209    ,0.31
20211210   ,-0.06
20211213    ,0.45
20211214   ,-0.96
20211215    ,1.05
20211216   ,-0.06
20211217   ,-1.47
20211220    ,0.22
20211221   ,-0.12
20211222    ,0.57
20211223   ,-0.19
20211224   ,-0.04
20211227    ,0.40
20211228    ,0.27
20211229    ,0.30
20211230   ,-0.19
20211231   ,-0.12
20220103   ,-0.79
20220104   ,-0.37
20220105    ,0.04
20220106   ,-0.69
20220107   ,-0.61
20220110   ,-2.04
20220111   ,-0.18
20220112    ,0.95
20220113   ,-0.91
20220114   ,-0.83
20220117    ,0.56
20220118   ,-0.47
20220119    ,0.08
20220120   ,-0.37
20220121   ,-0.02
20220124   ,-0.49
20220125    ,0.30
20220126    ,0.23
20220127   ,-0.12
20220128    ,0.22
20220131    ,0.26
20220201    ,0.41
20220202    ,0.86
20220203   ,-0.26
20220204   ,-0.31
20220207    ,0.04
20220208   ,-0.19
20220209    ,0.25
20220210   ,-0.38
20220211    ,0.12
20220214   ,-0.34
20220215   ,-0.02
20220216    ,0.00
20220217    ,0.72
20220218    ,0.46
20220221    ,0.53
20220222    ,0.24
20220223    ,0.52
20220224   ,-0.54
20220225    ,0.32
20220228   ,-0.84
20220301    ,1.22
20220302    ,0.45
20220303    ,0.85
20220304    ,0.05
20220307    ,0.13
20220308   ,-1.43
20220309   ,-0.34
20220310    ,0.59
20220311   ,-0.06
20220314    ,0.24
20220315    ,0.76
20220316   ,-0.56
20220317    ,0.81
20220318    ,0.00
20220321    ,1.06
20220322    ,0.25
20220323    ,0.91
20220324    ,0.06
20220325    ,0.50
20220328   ,-0.17
20220329   ,-2.18
20220330    ,1.70
20220331    ,0.82
20220401   ,-0.16
20220404   ,-0.21
20220405    ,1.00
20220406    ,1.42
20220407   ,-0.04
20220408    ,0.53
20220411    ,0.74
20220412   ,-0.02
20220413    ,0.36
20220414    ,0.18
20220415    ,0.02
20220418    ,0.03
20220419   ,-0.47
20220420   ,-0.16
20220421   ,-0.79
20220422    ,0.19
20220425   ,-0.84
20220426    ,0.99
20220427    ,0.74
20220428   ,-0.40
20220429   ,-0.03
20220502   ,-0.50
20220503   ,-0.10
20220504   ,-0.13
20220505    ,0.81
20220506    ,0.13
20220509   ,-0.48
20220510   ,-0.14
20220511   ,-0.31
20220512   ,-0.62
20220513   ,-0.58
20220516    ,0.96
20220517   ,-0.59
20220518    ,1.02
20220519   ,-0.57
20220520    ,0.05
20220523    ,0.01
20220524    ,1.43
20220525   ,-0.10
20220526   ,-1.27
20220527   ,-1.32
20220530   ,-1.25
20220531    ,0.62
20220601    ,0.49
20220602   ,-0.43
20220603    ,0.61
20220606   ,-0.52
20220607    ,0.79
20220608   ,-0.62
20220609    ,0.89
20220610    ,0.80
20220613    ,1.61
20220614    ,0.89
20220615   ,-1.02
20220616    ,1.23
20220617   ,-1.43
20220620    ,0.24
20220621    ,0.21
20220622   ,-0.73
20220623   ,-0.40
20220624   ,-0.65
20220627   ,-0.28
20220628    ,0.62
20220629    ,1.14
20220630    ,0.25
20220701   ,-1.42
20220704    ,1.82
20220705   ,-2.01
20220706   ,-1.66
20220707    ,0.28
20220708   ,-0.04
20220711    ,1.10
20220712   ,-0.25
20220713    ,0.43
20220714   ,-0.02
20220715   ,-0.40
20220718   ,-0.51
20220719   ,-0.78
20220720   ,-1.22
20220721   ,-1.39
20220722   ,-0.14
20220725    ,1.10
20220726    ,2.12
20220727   ,-0.40
20220728   ,-1.52
20220729   ,-1.40
20220801    ,0.03
20220802    ,1.55
20220803   ,-1.80
20220804   ,-1.12
20220805    ,1.03
20220808   ,-0.27
20220809    ,2.40
20220810   ,-2.47
20220811   ,-0.41
20220812   ,-0.33
20220815   ,-0.03
20220816    ,0.66
20220817    ,1.66
20220818    ,0.42
20220819    ,1.58
20220822    ,2.23
20220823    ,0.65
20220824   ,-0.14
20220825    ,0.13
20220826    ,1.16
20220829    ,0.18
20220830   ,-1.01
20220831   ,-0.23
20220901    ,1.24
20220902   ,-0.61
20220905    ,1.21
20220906   ,-0.99
20220907   ,-0.91
20220908    ,0.30
20220909   ,-0.79
20220912   ,-1.01
20220913    ,2.19
20220914    ,0.67
20220915   ,-0.10
20220916    ,0.29
20220919    ,0.04
20220920    ,1.11
20220921    ,0.55
20220922    ,0.76
20220923   ,-0.12
20220926   ,-0.09
20220927    ,1.17
20220928   ,-0.69
20220929    ,1.98
20220930   ,-1.24
20221003   ,-0.03
20221004   ,-1.96
20221005    ,1.31
20221006   ,-0.53
20221007    ,2.39
20221010   ,-0.04
20221011    ,0.23
20221012    ,0.65
20221013   ,-0.98
20221014   ,-0.30
20221017   ,-1.28
20221018   ,-1.33
20221019    ,1.39
20221020   ,-0.38
20221021    ,0.40
20221024   ,-0.51
20221025   ,-2.22
20221026   ,-0.51
20221027    ,0.56
20221028    ,1.02
20221031    ,0.32
20221101   ,-0.62
20221102    ,0.70
20221103    ,1.49
20221104   ,-1.64
20221107   ,-1.47
20221108   ,-2.13
20221109    ,0.47
20221110   ,-4.37
20221111   ,-3.59
20221114    ,0.22
20221115    ,0.89
20221116    ,1.96
20221117    ,0.36
20221118   ,-0.38
20221121    ,0.84
20221122    ,1.13
20221123   ,-0.39
20221124   ,-1.12
20221125    ,0.68
20221128    ,0.61
20221129    ,1.10
20221130   ,-0.05
20221201   ,-1.44
20221202   ,-0.75
20221205    ,0.45
20221206    ,1.31
20221207    ,0.24
20221208    ,0.22
20221209   ,-0.75
20221212    ,0.32
20221213   ,-1.49
20221214    ,0.33
20221215    ,1.96
20221216    ,1.23
20221219    ,0.60
20221220    ,1.05
20221221   ,-0.79
20221222    ,0.85
20221223   ,-0.54
20221226   ,-0.01
20221227    ,0.18
20221228   ,-0.13
20221229   ,-0.81
20221230   ,-0.03
20230102   ,-0.81
20230103   ,-1.16
20230104   ,-1.75
20230105   ,-0.26
20230106    ,0.25
20230109   ,-1.13
20230110    ,0.48
20230111   ,-0.78
20230112   ,-0.72
20230113    ,0.01
20230116   ,-1.01
20230117    ,0.57
20230118    ,0.13
20230119    ,1.18
20230120   ,-0.37
20230123   ,-0.95
20230124   ,-0.17
20230125    ,0.10
20230126   ,-0.47
20230127   ,-0.42
20230130    ,0.51
20230131    ,0.29
20230201   ,-1.07
20230202   ,-3.67
20230203    ,0.99
20230206    ,0.87
20230207    ,0.67
20230208    ,0.45
20230209    ,0.58
20230210    ,0.88
20230213    ,0.53
20230214    ,0.07
20230215    ,0.09
20230216    ,0.00
20230217    ,0.13
20230220   ,-0.41
20230221    ,0.43
20230222    ,0.04
20230223    ,0.35
20230224    ,0.29
20230227    ,0.04
20230228    ,0.49
20230301    ,0.80
20230302   ,-0.08
20230303   ,-0.66
20230306    ,0.11
20230307    ,0.68
20230308    ,0.41
20230309    ,0.07
20230310    ,0.06
20230313   ,-1.53
20230314    ,0.44
20230315   ,-1.00
20230316    ,0.08
20230317   ,-0.06
20230320    ,0.93
20230321    ,0.92
20230322    ,0.46
20230323   ,-0.31
20230324   ,-0.25
20230327    ,0.46
20230328    ,0.72
20230329    ,0.07
20230330   ,-0.52
20230331   ,-0.52
20230403    ,0.13
20230404    ,0.03
20230405   ,-0.22
20230406   ,-0.53
20230407    ,0.04
20230410    ,0.03
20230411   ,-0.05
20230412   ,-0.06
20230413    ,0.58
20230414    ,0.06
20230417   ,-0.41
20230418    ,0.40
20230419    ,0.23
20230420    ,0.39
20230421    ,0.16
20230424   ,-0.15
20230425   ,-0.02
20230426   ,-0.13
20230427   ,-0.14
20230428   ,-0.74
20230501    ,0.09
20230502    ,0.54
20230503    ,0.17
20230504   ,-0.40
20230505   ,-0.30
20230508    ,0.31
20230509    ,0.52
20230510   ,-0.22
20230511    ,0.50
20230512    ,0.31
20230515   ,-0.47
20230516    ,0.53
20230517    ,0.31
20230518    ,0.18
20230519   ,-0.08
20230522    ,0.58
20230523   ,-1.20
20230524    ,0.17
20230525    ,0.66
20230526    ,0.38
20230529   ,-0.15
20230530    ,0.02
20230531   ,-0.10
20230601   ,-0.08
20230602   ,-0.54
20230605   ,-0.01
20230606   ,-0.33
20230607   ,-0.50
20230608    ,0.19
20230609   ,-0.04
20230612    ,0.64
20230613    ,0.09
20230614    ,0.15
20230615   ,-0.15
20230616    ,0.28
20230619    ,0.28
20230620    ,0.06
20230621    ,0.55
20230622   ,-0.23
20230623   ,-0.21
20230626    ,0.20
20230627    ,0.24
20230628   ,-0.02
20230629    ,0.74
20230630    ,0.24
20230703   ,-0.62
20230704   ,-0.61
20230705    ,0.15
20230706    ,0.10
20230707    ,0.29
20230710    ,0.25
20230711   ,-0.09
20230712   ,-0.08
20230713   ,-0.10
20230714    ,0.59
20230717   ,-0.05
20230718   ,-0.48
20230719   ,-1.37
20230720    ,0.25
20230721    ,0.26
20230724   ,-0.39
20230725   ,-0.48
20230726   ,-0.49
20230727    ,1.13
20230728    ,0.50
20230731    ,0.20
20230801    ,0.20
20230802    ,0.15
20230803   ,-0.27
20230804   ,-0.01
20230807    ,0.48
20230808   ,-0.02
20230809   ,-0.26
20230810    ,0.05
20230811   ,-0.24
20230814    ,0.12
20230815    ,0.34
20230816    ,0.03
20230817    ,0.00
20230818    ,0.05
20230821    ,0.55
20230822    ,0.12
20230823   ,-0.38
20230824   ,-0.32
20230825    ,0.24
20230828    ,0.37
20230829   ,-0.24
20230830    ,0.09
20230831   ,-0.23
20230901   ,-0.12
20230904    ,0.14
20230905    ,0.19
20230906    ,0.06
20230907   ,-0.19
20230908    ,0.03
20230911   ,-0.03
20230912    ,0.06
20230913   ,-0.38
20230914   ,-0.30
20230915    ,0.05
20230918    ,0.19
20230919   ,-0.06
20230920   ,-0.28
20230921    ,0.06
20230922   ,-0.04
20230925    ,0.13
20230926   ,-0.02
20230927    ,0.30
20230928    ,0.44
20230929   ,-0.38
20231002    ,0.02
20231003    ,0.10
20231004    ,0.28
20231005   ,-0.31
20231006    ,0.62
20231009   ,-0.68
20231010   ,-0.17
20231011    ,0.49
20231012    ,0.58
20231013    ,0.06
20231016    ,0.03
20231017    ,0.42
20231018   ,-0.01
20231019   ,-0.04
20231020   ,-0.22
20231023    ,0.88
20231024   ,-0.10
20231025    ,0.95
20231026   ,-0.36
20231027   ,-0.36
20231030    ,0.27
20231031   ,-0.36
20231101    ,0.44
20231102   ,-1.18
20231103   ,-1.67
20231106    ,0.44
20231107   ,-0.07
20231108    ,0.57
20231109   ,-0.60
20231110    ,0.91
20231113    ,0.15
20231114   ,-1.82
20231115   ,-0.20
20231116    ,0.59
20231117   ,-0.01
20231120    ,0.25
20231121    ,0.64
20231122   ,-0.03
20231123    ,0.25
20231124    ,0.08
20231127    ,0.33
20231128    ,0.20
20231129   ,-0.39
20231130    ,0.23
20231201   ,-0.07
20231204   ,-0.36
20231205   ,-0.03
20231206   ,-0.32
20231207   ,-0.42
20231208    ,0.18
20231211    ,0.44
20231212    ,0.49
20231213    ,0.13
20231214   ,-1.69
20231215    ,0.06
20231218   ,-0.11
20231219    ,0.03
20231220   ,-0.09
20231221   ,-0.14
20231222    ,0.04
20231225    ,0.00
20231226   ,-0.04
20231227   ,-0.33
20231228    ,0.04
20231229   ,-0.09
20240101    ,0.01
20240102    ,0.31
20240103    ,0.30
20240104    ,0.28
20240105    ,0.18
20240108    ,0.41
20240109    ,0.30
20240110    ,0.79
20240111    ,0.23
20240112    ,0.45
20240115    ,0.15
20240116    ,0.39
20240117    ,0.89
20240118    ,0.18
20240119    ,0.26
20240122    ,0.06
20240123   ,-0.90
20240124    ,0.17
20240125    ,0.37
20240126   ,-1.83
20240129   ,-0.01
20240130    ,0.71
20240131   ,-0.01
20240201    ,0.37
20240202    ,0.04
20240205    ,0.47
20240206   ,-0.26
20240207    ,0.45
20240208   ,-0.67
20240209    ,0.31
20240212   ,-0.41
20240213    ,0.37
20240214    ,0.35
20240215   ,-0.61
20240216    ,0.00
20240219    ,0.38
20240220    ,0.38
20240221   ,-0.16
20240222    ,0.14
20240223    ,0.18
20240226    ,0.62
20240227   ,-0.73
20240228    ,0.71
20240229    ,0.50
20240301    ,0.06
20240304    ,0.93
20240305    ,0.04
20240306   ,-0.26
20240307    ,0.36
20240308    ,0.04
20240311   ,-0.59
20240312    ,0.58
20240313    ,0.10
20240314    ,0.69
20240315    ,0.41
20240318    ,0.23
20240319    ,0.37
20240320    ,0.12
20240321    ,0.30
20240322   ,-0.41
20240325   ,-0.08
20240326   ,-0.24
20240327   ,-0.58
20240328   ,-0.24
20240329    ,0.01
20240401   ,-0.13
20240402   ,-0.04
20240403    ,0.19
20240404   ,-0.60
20240405    ,0.79
20240408    ,0.05
20240409   ,-1.08
20240410    ,0.38
20240411   ,-0.11
20240412    ,0.13
20240415    ,0.58
20240416   ,-0.13
20240417    ,0.06
20240418    ,0.02
20240419   ,-0.45
20240422   ,-0.30
20240423    ,0.79
20240424    ,0.00
20240425   ,-0.22
20240426    ,0.17
20240429   ,-0.46
20240430   ,-0.06
20240501    ,0.01
20240502   ,-0.48
20240503   ,-0.39
20240506    ,0.47
20240507    ,0.09
20240508   ,-0.10
20240509   ,-0.30
20240510   ,-0.14
20240513   ,-0.02
20240514   ,-0.55
20240515   ,-0.02
20240516   ,-0.41
20240517    ,0.37
20240520    ,0.11
20240521    ,0.68
20240522   ,-0.19
20240523    ,0.64
20240524    ,0.55
20240527   ,-0.28
20240528   ,-0.01
20240529    ,0.52
20240530   ,-0.39
20240531    ,0.16
20240603   ,-0.36
20240604   ,-0.46
20240605    ,0.40
20240606    ,0.13
20240607   ,-0.02
20240610    ,0.74
20240611   ,-0.16
20240612    ,0.61
20240613   ,-0.25
20240614   ,-0.25
20240617    ,0.42
20240618    ,0.53
20240619    ,0.51
20240620    ,0.30
20240621   ,-0.27
20240624   ,-0.23
20240625    ,0.05
20240626    ,0.37
20240627    ,0.73
20240628    ,0.32
20240701    ,0.15
20240702   ,-0.02
20240703   ,-0.12
20240704   ,-0.04
20240705   ,-0.29
20240708    ,0.55
20240709    ,0.30
20240710   ,-0.18
20240711   ,-0.52
20240712    ,0.10
20240715    ,0.55
20240716    ,0.55
20240717   ,-1.69
20240718   ,-1.00
20240719    ,0.80
20240722    ,0.14
20240723    ,0.83
20240724   ,-0.47
20240725   ,-0.72
20240726    ,0.13
20240729    ,0.47
20240730    ,0.34
20240731    ,0.10
20240801   ,-0.42
20240802   ,-1.63
20240805   ,-0.33
20240806    ,0.56
20240807    ,0.15
20240808    ,0.42
20240809    ,0.74
20240812    ,0.17
20240813    ,0.31
20240814    ,0.24
20240815    ,0.26
20240816    ,0.25
20240819   ,-0.24
20240820    ,0.22
20240821   ,-0.12
20240822    ,0.33
20240823   ,-0.18
20240826   ,-0.33
20240827    ,0.20
20240828    ,0.39
20240829    ,0.14
20240830    ,0.31
20240902   ,-0.01
20240903   ,-0.26
20240904    ,0.05
20240905   ,-0.51
20240906    ,0.13
20240909    ,0.48
20240910    ,0.60
20240911    ,0.25
20240912    ,0.81
20240913   ,-0.14
20240916    ,0.51
20240917   ,-0.62
20240918   ,-0.21
20240919    ,0.50
20240920    ,0.90
20240923    ,0.16
20240924   ,-0.99
20240925    ,0.16
20240926   ,-1.08
20240927   ,-1.35
20240930    ,0.45
20241001   ,-0.24
20241002   ,-0.05
20241003    ,0.08
20241004    ,0.00
20241007   ,-0.40
20241008    ,1.36
20241009    ,0.15
20241010   ,-0.24
20241011    ,0.61
20241014    ,0.76
20241015    ,0.76
20241016    ,0.47
20241017    ,0.08
20241018   ,-0.72
20241021    ,0.01
20241022   ,-0.20
20241023   ,-0.07
20241024   ,-0.18
20241025   ,-0.01
20241028    ,0.46
20241029    ,0.37
20241030    ,0.22
20241031   ,-0.29
20241101    ,0.24
20241104   ,-0.11
20241105    ,0.48
20241106    ,0.58
20241107   ,-0.38
20241108    ,0.83
20241111    ,0.32
20241112    ,0.43
20241113    ,0.27
20241114   ,-0.64
20241115   ,-0.33
20241118    ,0.04
20241119    ,0.55
20241120    ,0.41
20241121    ,0.54
20241122    ,0.00
20241125   ,-0.92
20241126    ,0.27
20241127    ,0.19
20241128   ,-0.09
20241129    ,0.05
20241202    ,0.41
20241203    ,0.40
20241204    ,0.00
20241205    ,0.00
20241206   ,-0.87
20241209   ,-1.69
20241210    ,0.03
20241211    ,0.43
20241212    ,0.12
20241213    ,0.36
20241216    ,0.83
20241217   ,-0.47
20241218    ,0.10
20241219    ,0.34
20241220   ,-0.12
20241223   ,-0.08
20241224    ,0.14
20241225    ,0.01
20241226   ,-0.07
20241227   ,-0.39
20241230   ,-0.10
20241231   ,-0.29
20250101    ,0.00
20250102    ,0.11
20250103    ,0.84
20250106   ,-1.13
20250107   ,-0.44
20250108    ,0.92
20250109    ,0.15
20250110   ,-0.31
20250113   ,-0.32
20250114    ,0.52
20250115    ,0.42
20250116   ,-0.52
20250117    ,0.10
20250120   ,-0.11
20250121    ,0.34
20250122    ,0.68
20250123    ,0.15
20250124   ,-0.94
20250127   ,-0.58
20250128   ,-0.08
20250129    ,1.04
20250130   ,-0.30
20250131    ,0.31
20250203    ,0.72
20250204    ,0.14
20250205    ,0.69
20250206   ,-0.30
20250207    ,0.69
20250210    ,0.05
20250211    ,0.34
20250212   ,-0.06
20250213   ,-0.96
20250214   ,-0.25
20250217    ,0.65
20250218    ,0.28
20250219    ,0.16
20250220   ,-0.44
20250221   ,-0.79
20250224   ,-0.78
20250225    ,0.13
20250226    ,0.34
20250227    ,0.87
20250228    ,0.28
20250303    ,0.14
20250304    ,0.43
20250305   ,-1.02
20250306   ,-1.25
20250307    ,0.32
20250310   ,-1.16
20250311    ,0.44
20250312    ,1.29
20250313    ,0.23
20250314    ,0.53
20250317   ,-0.25
20250318   ,-0.06
20250319    ,0.49
20250320    ,0.03
20250321    ,0.81
20250324    ,0.50
20250325    ,0.51
20250326    ,0.15
20250327    ,0.39
20250328    ,0.05
20250331    ,0.43
20250401    ,0.44
20250402    ,0.06
20250403    ,0.16
20250404   ,-1.80
20250407   ,-0.12
20250408    ,0.71
20250409    ,1.18
20250410    ,0.31
20250411   ,-0.37
20250414    ,0.44
20250415    ,1.26
20250416    ,0.27
20250417   ,-0.17
20250418   ,-0.03
20250421   ,-0.08
20250422    ,0.11
20250423   ,-0.45
20250424   ,-0.41
20250425    ,0.70
20250428   ,-0.03
20250429    ,0.52
20250430    ,0.38
20250501   ,-0.23
20250502   ,-0.21
20250505    ,0.46
20250506    ,0.49
20250507    ,0.29
20250508   ,-0.71
20250509   ,-0.79
20250512   ,-2.82
20250513   ,-0.92
20250514    ,0.65
20250515    ,1.24
20250516    ,0.60
20250519    ,0.71
20250520   ,-0.19
20250521    ,0.69
20250522    ,0.93
20250523    ,0.37
20250526   ,-0.36
20250527   ,-0.41
20250528   ,-0.12
20250529   ,-0.21
20250530    ,0.45
20250602    ,0.80
20250603   ,-0.18
20250604   ,-0.52
20250605    ,0.55
20250606   ,-0.32
20250609   ,-0.71
20250610   ,-1.76
20250611    ,0.33
20250612    ,0.28
20250613    ,0.12
20250616    ,0.48
20250617   ,-0.16
20250618    ,0.42
20250619   ,-0.40
20250620    ,0.61
20250623    ,0.22
20250624   ,-0.01
20250625    ,0.23
20250626    ,0.27
20250627   ,-0.74
20250630    ,1.11
20250701   ,-1.31
20250702   ,-1.21
20250703    ,0.68
20250704    ,0.12
20250707    ,1.41
20250708   ,-0.36
20250709    ,0.60
20250710   ,-1.28
20250711    ,0.96
20250714    ,0.73
20250715   ,-0.55
20250716    ,0.75
20250717    ,0.02
20250718    ,0.07
20250721    ,0.08
20250722   ,-0.39
20250723   ,-1.05
20250724    ,0.26
20250725   ,-0.27
20250728   ,-0.43
20250729    ,1.57
20250730    ,0.66
20250731    ,1.07
20250801   ,-0.38
20250804    ,1.14
20250805   ,-0.08
20250806    ,0.99
20250807   ,-0.41
20250808   ,-0.23
20250811    ,0.67
20250812   ,-0.07
20250813   ,-0.33
20250814    ,0.42
20250815   ,-0.39
20250818   ,-0.01
20250819   ,-1.43
20250820   ,-0.39
20250821    ,0.66
20250822   ,-0.56
20250825    ,0.19
20250826   ,-0.01
20250827   ,-0.92
20250828   ,-0.07
20250829    ,0.45
20250901    ,0.09
20250902   ,-0.12
20250903   ,-0.11
20250904    ,0.40
20250905   ,-0.71
20250908    ,0.45
20250909    ,0.51
20250910    ,0.64
20250911    ,0.62
20250912    ,0.22
20250915    ,0.03
20250916   ,-0.53
20250917   ,-0.52
20250918   ,-0.35
20250919    ,0.88
20250922    ,0.38
20250923   ,-0.92
20250924    ,0.58
20250925    ,0.37
20250926    ,0.64
20250929   ,-0.21
20250930    ,0.20
20251001   ,-0.74
20251002   ,-0.62
20251003   ,-0.35
20251006   ,-0.06
20251007   ,-0.02
20251008    ,0.42
20251009    ,0.15
20251010    ,0.03
20251013   ,-0.31
20251014    ,0.53
20251015   ,-1.52
20251016   ,-0.70
20251017   ,-1.17
20251020    ,0.25
20251021   ,-0.60
20251022   ,-0.31
20251023    ,0.41
20251024   ,-0.09
20251027    ,0.71
20251028    ,0.79
20251029    ,0.76
20251030    ,0.74
20251031    ,0.21
20251103    ,0.64
20251104   ,-0.03
20251105   ,-0.33
20251106    ,0.06
20251107   ,-0.10
20251110    ,0.83
20251111   ,-1.46
20251112    ,0.41
20251113    ,0.28
20251114   ,-0.01
20251117    ,0.40
20251118   ,-0.15
20251119   ,-0.25
20251120    ,0.73
20251121   ,-1.46
20251124    ,0.44
20251125   ,-0.08
20251126    ,0.92
20251127   ,-0.25
20251128   ,-0.11
20251201   ,-0.12
20251202    ,1.19
20251203   ,-0.02
20251204   ,-0.30
20251205   ,-0.46
20251208    ,1.59
20251209    ,0.30
20251210    ,0.12
20251211   ,-0.34
20251212   ,-0.50
20251215    ,0.65
20251216   ,-0.41
20251217    ,0.31
20251218    ,0.21
20251219    ,0.70
20251222    ,0.31
20251223    ,0.04
20251224   ,-0.13
20251225    ,0.01
20251226    ,0.00
20251229   ,-0.42
20251230    ,0.44
20251231    ,0.00
20260101    ,0.00
20260102    ,1.00
20260105    ,0.35
20260106   ,-0.16
20260107    ,0.32
20260108    ,0.21
20260109   ,-0.61
20260112    ,0.47
20260113    ,0.42
20260114    ,0.48
20260115    ,0.03
20260116    ,0.74
20260119    ,1.32
20260120   ,-0.18
20260121   ,-0.23
20260122    ,0.30
20260123    ,0.24
20260126    ,0.58
20260127    ,1.58
20260128   ,-0.02
20260129    ,0.63
20260130    ,0.19
20260202    ,0.33
20260203    ,1.86
20260204   ,-1.87
20260205   ,-0.75
20260206    ,0.69
20260209    ,1.09
20260210   ,-1.54
20260211    ,0.60
20260212   ,-0.95
20260213   ,-0.50
20260216    ,1.41
20260217   ,-0.05
20260218    ,1.64
20260219   ,-0.46
20260220   ,-0.29
20260223    ,0.65
20260224   ,-0.11
20260225    ,1.52
20260226   ,-1.04
20260227   ,-0.35
20260302    ,0.78
20260303   ,-0.93
20260304    ,0.90
20260305   ,-0.84
20260306   ,-0.84
20260309    ,0.25
20260310    ,2.19
20260311   ,-0.02
20260312   ,-0.97
20260313   ,-0.76
20260316    ,0.37
20260317    ,0.12
20260318    ,1.12
20260319   ,-0.96
20260320   ,-0.28
20260323    ,1.14
20260324    ,0.43
20260325    ,0.76
20260326   ,-0.83
20260327   ,-0.61
20260330   ,-0.77
20260331    ,0.69
20260401    ,1.02
20260402   ,-0.27
20260403    ,0.00
20260406    ,0.04
20260407   ,-0.03
20260408    ,1.02
20260409    ,1.02
20260410    ,0.05
20260413   ,-0.01
20260414   ,-0.58
20260415   ,-0.92
20260416   ,-0.97
20260417   ,-1.31
20260420    ,0.81
20260421   ,-0.06
20260422    ,0.90
20260423    ,0.64
20260424    ,0.04
20260427   ,-0.01
20260428    ,0.62
20260429    ,0.61
20260430    ,0.71
20260501   ,-0.35
20260504   ,-0.15
20260505    ,0.81
20260506   ,-0.74
20260507   ,-0.21
20260508    ,0.81
20260511    ,1.04
20260512   ,-0.33
20260513    ,1.57
20260514    ,0.03
20260515   ,-1.25
20260518   ,-0.70
20260519   ,-1.11
20260520    ,1.21
20260521    ,0.61
20260522    ,0.24
20260525    ,0.06
20260526    ,0.74
20260527   ,-1.79
20260528    ,0.61
20260529    ,0.03
